datetime,interface,taxa_total_Mbps,banda_disponivel
2026-08-18 02:12:31.142669056,s4-eth2,0.0,100.0
2026-08-18 02:12:31.142703104,s5-eth3,0.0,100.0
2026-08-18 02:12:32.143788032,s1-eth2,0.0042681884765625,99.99573181152344
2026-08-18 02:12:32.143873024,s4-eth2,0.0042681884765625,99.99573181152344
2026-08-18 02:12:32.143985920,s5-eth3,0.0042681884765625,99.99573181152344
2026-08-18 02:12:33.144547072,s1-eth2,0.0059814453125,99.9940185546875
2026-08-18 02:12:33.144893952,s4-eth2,0.005975494384765625,99.99402450561523
2026-08-18 02:12:33.144965888,s5-eth3,0.0059814453125,99.9940185546875
2026-08-18 02:12:34.145271040,s1-eth2,0.00299072265625,99.99700927734375
2026-08-18 02:12:34.145337088,s4-eth2,0.00299072265625,99.99700927734375
2026-08-18 02:12:34.145369088,s5-eth3,0.00299072265625,99.99700927734375
2026-08-18 02:12:35.151417856,s1-eth2,0.0014864349365234376,99.99851356506348
2026-08-18 02:12:35.151547904,s4-eth2,0.0014864349365234376,99.99851356506348
2026-08-18 02:12:35.151606016,s5-eth3,0.000743255615234375,99.99925674438477
2026-08-18 02:12:36.152453888,s1-eth2,0.0029877471923828126,99.99701225280762
2026-08-18 02:12:36.152521984,s4-eth2,0.00299072265625,99.99700927734375
2026-08-18 02:12:36.152610048,s5-eth3,0.0037346649169921874,99.99626533508301
2026-08-18 02:12:37.153012992,s1-eth2,0.004486083984375,99.99551391601562
2026-08-18 02:12:37.153395968,s4-eth2,0.004486083984375,99.99551391601562
2026-08-18 02:12:37.153444096,s5-eth3,0.004486083984375,99.99551391601562
2026-08-18 02:12:38.157808128,s1-eth2,0.0027660369873046876,99.99723396301269
2026-08-18 02:12:38.157955840,s4-eth2,0.0027660369873046876,99.99723396301269
2026-08-18 02:12:38.158044160,s5-eth3,0.002021331787109375,99.9979786682129
2026-08-18 02:12:39.162537984,s1-eth2,0.00297882080078125,99.99702117919922
2026-08-18 02:12:39.162607872,s4-eth2,0.0037235260009765626,99.99627647399902
2026-08-18 02:12:39.162630144,s5-eth3,0.004468231201171875,99.99553176879883
2026-08-18 02:12:40.163443968,s1-eth2,0.004486083984375,99.99551391601562
2026-08-18 02:12:40.163513856,s4-eth2,0.0037384033203125,99.99626159667969
2026-08-18 02:12:40.163535104,s5-eth3,0.00299072265625,99.99700927734375
2026-08-18 02:12:41.167737856,s1-eth2,0.0022341156005859374,99.99776588439941
2026-08-18 02:12:41.167817984,s4-eth2,0.0022341156005859374,99.99776588439941
2026-08-18 02:12:41.167836928,s5-eth3,0.0022341156005859374,99.99776588439941
2026-08-18 02:12:42.169246976,s1-eth2,0.0022408294677734373,99.99775917053222
2026-08-18 02:12:42.169362176,s4-eth2,0.00149383544921875,99.99850616455078
2026-08-18 02:12:42.169383936,s5-eth3,0.0022408294677734373,99.99775917053222
2026-08-18 02:12:43.172365824,s1-eth2,0.002236328125,99.997763671875
2026-08-18 02:12:43.172456960,s4-eth2,0.0029817962646484374,99.99701820373535
