1786675988.385134,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1786675988.385209,s5-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1786675988.385254,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1786675988.385293,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1786675988.385308,s4-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1786675988.385335,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1786675989.400624,s2-eth2,386.21,372.41,758.62,378,392,3.94,4.93,8.87,5,4,0.00,0.00,0,0
1786675989.400645,s5-eth1,331.03,331.03,662.07,336,336,3.94,3.94,7.88,4,4,0.00,0.00,0,0
1786675989.400665,s3-eth2,331.03,372.41,703.45,378,336,3.94,4.93,8.87,5,4,0.00,0.00,0,0
1786675989.400692,s1-eth2,386.21,275.86,662.07,280,392,3.94,3.94,7.88,4,4,0.00,0.00,0,0
1786675989.400698,s4-eth2,386.21,275.86,662.07,280,392,3.94,3.94,7.88,4,4,0.00,0.00,0,0
1786675989.400717,total,1820.69,1627.59,3448.28,1652,1848,19.70,21.67,41.38,22,20,0.00,0.00,0,0
1786675990.402259,s2-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786675990.403801,s5-eth1,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786675990.403837,s3-eth2,293.12,195.41,488.53,196,294,2.99,1.99,4.99,2,3,0.00,0.00,0,0
1786675990.403880,s1-eth2,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786675990.403898,s4-eth2,195.41,293.12,488.53,294,196,1.99,2.99,4.99,3,2,0.00,0.00,0,0
1786675990.403930,total,1074.78,1074.78,2149.55,1078,1078,10.97,10.97,21.93,11,11,0.00,0.00,0,0
1786675991.414990,s2-eth2,193.68,193.68,387.35,196,196,1.98,1.98,3.95,2,2,0.00,0.00,0,0
1786675991.415010,s5-eth1,290.80,193.87,484.67,196,294,2.97,1.98,4.95,2,3,0.00,0.00,0,0
1786675991.415036,s3-eth2,193.87,193.87,387.73,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786675991.415087,s1-eth2,193.87,193.87,387.73,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786675991.415145,s4-eth2,193.87,193.87,387.73,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786675991.415174,total,1066.27,969.34,2035.61,980,1078,10.88,9.89,20.77,10,11,0.00,0.00,0,0
1786675992.429095,s2-eth2,193.29,193.29,386.59,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675992.430134,s5-eth1,193.10,193.10,386.21,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675992.430167,s3-eth2,193.10,289.66,482.76,294,196,1.97,2.96,4.93,3,2,0.00,0.00,0,0
1786675992.430284,s1-eth2,193.10,289.66,482.76,294,196,1.97,2.96,4.93,3,2,0.00,0.00,0,0
1786675992.430356,s4-eth2,193.10,193.10,386.21,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675992.430406,total,965.52,1158.62,2124.14,1176,980,9.85,11.82,21.67,12,10,0.00,0.00,0,0
1786675993.444598,s2-eth2,193.10,193.10,386.21,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675993.444772,s5-eth1,193.29,193.29,386.59,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675993.444801,s3-eth2,193.29,96.65,289.94,98,196,1.97,0.99,2.96,1,2,0.00,0.00,0,0
1786675993.444909,s1-eth2,193.29,96.65,289.94,98,196,1.97,0.99,2.96,1,2,0.00,0.00,0,0
1786675993.444975,s4-eth2,193.29,193.29,386.59,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675993.445021,total,966.47,773.18,1739.65,784,980,9.86,7.89,17.75,8,10,0.00,0.00,0,0
1786675994.459996,s2-eth2,275.86,372.41,648.28,378,280,3.94,4.93,8.87,5,4,0.00,0.00,0,0
1786675994.461133,s5-eth1,275.59,275.59,551.18,280,280,3.94,3.94,7.87,4,4,0.00,0.00,0,0
1786675994.461195,s3-eth2,275.59,372.05,647.64,378,280,3.94,4.92,8.86,5,4,0.00,0.00,0,0
1786675994.461391,s1-eth2,275.59,372.05,647.64,378,280,3.94,4.92,8.86,5,4,0.00,0.00,0,0
1786675994.461441,s4-eth2,275.59,275.59,551.18,280,280,3.94,3.94,7.87,4,4,0.00,0.00,0,0
1786675994.461472,total,1377.95,1667.32,3045.28,1694,1400,19.69,22.64,42.32,23,20,0.00,0.00,0,0
1786675995.465494,s2-eth2,195.02,195.02,390.05,196,196,1.99,1.99,3.98,2,2,0.00,0.00,0,0
1786675995.465516,s5-eth1,195.22,195.22,390.44,196,196,1.99,1.99,3.98,2,2,0.00,0.00,0,0
1786675995.465545,s3-eth2,195.22,195.22,390.44,196,196,1.99,1.99,3.98,2,2,0.00,0.00,0,0
1786675995.465604,s1-eth2,195.22,195.22,390.44,196,196,1.99,1.99,3.98,2,2,0.00,0.00,0,0
1786675995.465711,s4-eth2,195.22,195.22,390.44,196,196,1.99,1.99,3.98,2,2,0.00,0.00,0,0
1786675995.465821,total,976.10,976.10,1952.19,980,980,9.96,9.96,19.92,10,10,0.00,0.00,0,0
1786675996.481201,s2-eth2,193.10,96.55,289.66,98,196,1.97,0.99,2.96,1,2,0.00,0.00,0,0
1786675996.482115,s5-eth1,192.91,192.91,385.83,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675996.482147,s3-eth2,192.91,192.91,385.83,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675996.482257,s1-eth2,192.91,192.91,385.83,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675996.482326,s4-eth2,192.91,192.91,385.83,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786675996.482373,total,964.57,868.11,1832.68,882,980,9.84,8.86,18.70,9,10,0.00,0.00,0,0
1786675997.490856,s2-eth2,194.25,194.25,388.50,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786675997.491001,s5-eth1,194.44,194.44,388.89,196,196,1.98,1.98,3.97,2,2,0.00,0.00,0,0
1786675997.491041,s3-eth2,194.44,194.44,388.89,196,196,1.98,1.98,3.97,2,2,0.00,0.00,0,0
1786675997.491196,s1-eth2,194.44,194.44,388.89,196,196,1.98,1.98,3.97,2,2,0.00,0.00,0,0
1786675997.491294,s4-eth2,194.44,194.44,388.89,196,196,1.98,1.98,3.97,2,2,0.00,0.00,0,0
1786675997.491350,total,972.22,972.22,1944.44,980,980,9.92,9.92,19.84,10,10,0.00,0.00,0,0
1786675998.492632,s2-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786675998.492860,s5-eth1,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786675998.492888,s3-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786675998.492996,s1-eth2,195.80,97.90,293.71,98,196,2.00,1.00,3.00,1,2,0.00,0.00,0,0
1786675998.493073,s4-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786675998.493101,total,979.02,881.12,1860.14,882,980,9.99,8.99,18.98,9,10,0.00,0.00,0,0
1786675999.494347,s2-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786675999.495225,s5-eth1,97.80,195.61,293.41,196,98,1.00,2.00,2.99,2,1,0.00,0.00,0,0
1786675999.495325,s3-eth2,195.61,195.61,391.22,196,196,2.00,2.00,3.99,2,2,0.00,0.00,0,0
1786675999.495716,s1-eth2,195.61,195.61,391.22,196,196,2.00,2.00,3.99,2,2,0.00,0.00,0,0
1786675999.495809,s4-eth2,195.61,97.80,293.41,98,196,2.00,1.00,2.99,1,2,0.00,0.00,0,0
1786675999.495865,total,880.24,880.24,1760.48,882,882,8.98,8.98,17.96,9,9,0.00,0.00,0,0
1786676000.498888,s2-eth2,195.22,195.22,390.44,196,196,1.99,1.99,3.98,2,2,0.00,0.00,0,0
1786676000.498958,s5-eth1,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676000.499037,s3-eth2,195.41,97.71,293.12,98,196,1.99,1.00,2.99,1,2,0.00,0.00,0,0
1786676000.499088,s1-eth2,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676000.499174,s4-eth2,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676000.499208,total,977.07,879.36,1856.43,882,980,9.97,8.97,18.94,9,10,0.00,0.00,0,0
1786676001.509762,s2-eth2,194.06,194.06,388.12,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786676001.509885,s5-eth1,194.06,194.06,388.12,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786676001.509912,s3-eth2,194.06,194.06,388.12,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786676001.509979,s1-eth2,194.06,194.06,388.12,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786676001.510062,s4-eth2,194.06,194.06,388.12,196,196,1.98,1.98,3.96,2,2,0.00,0.00,0,0
1786676001.510141,total,970.30,970.30,1940.59,980,980,9.90,9.90,19.80,10,10,0.00,0.00,0,0
1786676002.510658,s2-eth2,196.00,196.00,392.00,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786676002.511263,s5-eth1,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786676002.511344,s3-eth2,195.80,293.71,489.51,294,196,2.00,3.00,5.00,3,2,0.00,0.00,0,0
1786676002.511401,s1-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786676002.511486,s4-eth2,195.80,195.80,391.61,196,196,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1786676002.511517,total,979.02,1076.92,2055.94,1078,980,9.99,10.99,20.98,11,10,0.00,0.00,0,0
1786676003.526491,s2-eth2,193.10,193.10,386.21,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786676003.526513,s5-eth1,289.66,193.10,482.76,196,294,2.96,1.97,4.93,2,3,0.00,0.00,0,0
1786676003.526538,s3-eth2,193.10,193.10,386.21,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786676003.526602,s1-eth2,193.10,193.10,386.21,196,196,1.97,1.97,3.94,2,2,0.00,0.00,0,0
1786676003.526736,s4-eth2,193.10,289.66,482.76,294,196,1.97,2.96,4.93,3,2,0.00,0.00,0,0
1786676003.526783,total,1062.07,1062.07,2124.14,1078,1078,10.84,10.84,21.67,11,11,0.00,0.00,0,0
1786676004.530106,s2-eth2,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676004.530185,s5-eth1,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676004.530214,s3-eth2,195.41,97.71,293.12,98,196,1.99,1.00,2.99,1,2,0.00,0.00,0,0
1786676004.530271,s1-eth2,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676004.530339,s4-eth2,195.41,195.41,390.83,196,196,1.99,1.99,3.99,2,2,0.00,0.00,0,0
1786676004.530368,total,977.07,879.36,1856.43,882,980,9.97,8.97,18.94,9,10,0.00,0.00,0,0
1786676005.537735,s2-eth2,194.64,291.96,486.59,294,196,1.99,2.98,4.97,3,2,0.00,0.00,0,0
1786676005.538417,s5-eth1,194.44,291.67,486.11,294,196,1.98,2.98,4.96,3,2,0.00,0.00,0,0
1786676005.538481,s3-eth2,194.44,291.67,486.11,294,196,1.98,2.98,4.96,3,2,0.00,0.00,0,0
1786676005.538580,s1-eth2,194.44,291.67,486.11,294,196,1.98,2.98,4.96,3,2,0.00,0.00,0,0
1786676005.538724,s4-eth2,194.44,194.44,388.89,196,196,1.98,1.98,3.97,2,2,0.00,0.00,0,0
1786676005.538799,total,972.22,1361.11,2333.33,1372,980,9.92,13.89,23.81,14,10,0.00,0.00,0,0
1786676006.554828,s2-eth2,192.72,96.36,289.09,98,196,1.97,0.98,2.95,1,2,0.00,0.00,0,0
