run_id,rota_id,ts_epoch,latencia_ms
0,h11_h61,1764183371,
0,h11_h61,1764183372,119.18444759053418
0,h11_h61,1764183373,136.12718399876923
0,h11_h61,1764183374,183.68575888337355
0,h11_h61,1764183375,231.2416145759115
0,h11_h61,1764183376,278.80602251450927
0,h11_h61,1764183377,326.0377869918592
0,h11_h61,1764183378,373.2409008724214
0,h11_h61,1764183379,421.52027492094754
0,h11_h61,1764183380,468.9144926604502
0,h11_h61,1764183381,515.8603494088115
0,h11_h61,1764183382,564.2861713279573
0,h11_h61,1764183383,611.8728634595009
0,h11_h61,1764183384,659.5140137065717
0,h11_h61,1764183385,699.9325668076277
0,h11_h61,1764183386,701.0511216786658
0,h11_h61,1764183387,701.0
0,h11_h61,1764183388,701.9486106195828
0,h11_h61,1764183389,701.0507244371189
0,h11_h61,1764183390,701.9482727660273
0,h11_h61,1764183391,701.0510666208875
0,h11_h61,1764183392,701.9479312364235
0,h11_h61,1764183393,701.0514316308753
0,h11_h61,1764183394,701.947583493497
0,h11_h61,1764183395,701.0517731403452
0,h11_h61,1764183396,701.9472580376649
0,h11_h61,1764183397,701.0520994757366
0,h11_h61,1764183398,701.9469096753097
0,h11_h61,1764183399,701.0524628448029
0,h11_h61,1764183400,701.9465566134461
0,h11_h61,1764183401,701.052809631892
0,h11_h61,1764183402,701.9462051679964
0,h11_h61,1764183403,701.0531475749425
0,h11_h61,1764183404,701.945893201592
0,h11_h61,1764183405,701.0534740615383
0,h11_h61,1764183406,701.9455268023194
0,h11_h61,1764183407,701.0538129260206
0,h11_h61,1764183408,701.9451986152471
0,h11_h61,1764183409,701.0541658385469
0,h11_h61,1764183410,701.9448516995876
0,h11_h61,1764183411,701.0545055483076
0,h11_h61,1764183412,701.9445177586756
0,h11_h61,1764183413,701.0548851466662
0,h11_h61,1764183414,701.9441503892341
0,h11_h61,1764183415,701.0552164877613
0,h11_h61,1764183416,701.9438161009988
0,h11_h61,1764183417,701.0555848352462
0,h11_h61,1764183418,701.9434031059001
0,h11_h61,1764183419,701.0559887787194
0,h11_h61,1764183420,701.942952569424
0,h11_h61,1764183421,703.8812609380449
0,h11_h61,1764183422,815.906207913046
0,h11_h61,1764183423,799.2141118100275
0,h11_h61,1764183424,878.0010437227197
0,h11_h61,1764183425,855.817689216814
0,h11_h61,1764183426,828.2827839827778
0,h11_h61,1764183427,838.7349404459811
0,h11_h61,1764183428,866.9539634399179
0,h11_h61,1764183429,903.0240557190024
0,h11_h61,1764183430,770.8949667011625
0,h11_h61,1764183431,830.3678316173992
0,h11_h61,1764183432,745.8771142996002
0,h11_h61,1764183433,715.3873297893524
0,h11_h61,1764183434,715.8676167928196
0,h11_h61,1764183435,721.5731593556526
0,h11_h61,1764183436,733.0113503261884
0,h11_h61,1764183437,753.7222820051079
0,h11_h61,1764183438,776.1227947104779
0,h11_h61,1764183439,795.2511532476703
0,h11_h61,1764183440,797.1464441538953
0,h11_h61,1764183441,320.99898975631186
0,h11_h61,1764183442,681.4544642942853
0,h11_h61,1764183443,640.0891537562762
0,h11_h61,1764183444,525.6255596525382
0,h11_h61,1764183445,329.480866345805
0,h11_h61,1764183446,326.83170071964344
0,h11_h61,1764183447,345.77357974838804
0,h11_h61,1764183448,354.0046469414588
0,h11_h61,1764183449,326.5946911310867
0,h11_h61,1764183450,331.56619218904007
0,h11_h61,1764183451,336.8430932271422
0,h11_h61,1764183452,342.20472277193875
0,h11_h61,1764183453,346.48108450570794
0,h11_h61,1764183454,351.73580539000784
0,h11_h61,1764183455,358.25033868222425
0,h11_h61,1764183456,366.1791189645062
0,h11_h61,1764183457,375.40746759773583
0,h11_h61,1764183458,389.4470899390433
0,h11_h61,1764183459,386.81689306418457
0,h11_h61,1764183460,338.89013018179764
0,h11_h61,1764183461,342.4604647812298
0,h11_h61,1764183462,347.42986319833255
0,h11_h61,1764183463,353.5104873484587
0,h11_h61,1764183464,362.9559779626129
0,h11_h61,1764183465,374.326958665313
0,h11_h61,1764183466,387.8645999086706
0,h11_h61,1764183467,404.4853995996904
0,h11_h61,1764183468,424.5033821964796
0,h11_h61,1764183469,446.552200629588
0,h11_h61,1764183470,471.8442817840405
0,h11_h61,1764183471,502.17437826819867
0,h11_h61,1764183472,534.6444752313246
0,h11_h61,1764183473,572.8047758051287
0,h11_h61,1764183474,620.5990648086005
0,h11_h61,1764183475,693.8245681883324
0,h11_h61,1764183476,748.3291714972079
0,h11_h61,1764183477,744.3838560310102
0,h11_h61,1764183478,820.6296787577755
0,h11_h61,1764183479,817.0415567745167
0,h11_h61,1764183480,806.2337499244205
0,h11_h61,1764183481,823.5528725855835
0,h11_h61,1764183482,859.6219586853595
0,h11_h61,1764183483,678.3013210510537
0,h11_h61,1764183484,699.778533893688
0,h11_h61,1764183485,703.8571104322504
0,h11_h61,1764183486,703.0711928096157
0,h11_h61,1764183487,706.7045351405462
0,h11_h61,1764183488,714.3440963155956
0,h11_h61,1764183489,847.6786957908404
0,h11_h61,1764183490,862.4194852829314
0,h11_h61,1764183491,478.5410026483297
0,h11_h61,1764183492,673.4164382288715
0,h11_h61,1764183493,574.2149318688306
0,h11_h61,1764183494,539.0434382927252
0,h11_h61,1764183495,615.5892520691102
0,h11_h61,1764183496,646.6141109789685
0,h11_h61,1764183497,668.263561425455
0,h11_h61,1764183498,687.0246010767538
0,h11_h61,1764183499,703.8335692399901
0,h11_h61,1764183500,711.47048989739
0,h11_h61,1764183501,718.418501378104
0,h11_h61,1764183502,725.3755332167998
0,h11_h61,1764183503,736.794375592414
0,h11_h61,1764183504,745.1279094569203
0,h11_h61,1764183505,715.637362661737
0,h11_h61,1764183506,217.32556249045132
0,h11_h61,1764183507,306.8956154008633
0,h11_h61,1764183508,262.9074676214436
0,h11_h61,1764183509,294.7203213181202
0,h11_h61,1764183510,308.51411073817223
0,h11_h61,1764183511,321.69984440434536
0,h11_h61,1764183512,333.2524870192028
0,h11_h61,1764183513,344.12505700583426
0,h11_h61,1764183514,355.27141935540055
0,h11_h61,1764183515,351.3211952379858
0,h11_h61,1764183516,319.8373506027739
0,h11_h61,1764183517,325.1998195511703
0,h11_h61,1764183518,330.34981824361967
0,h11_h61,1764183519,339.39605378163765
0,h11_h61,1764183520,352.0436589924187
0,h11_h61,1764183521,347.98683379746416
0,h11_h61,1764183522,308.6226305413619
0,h11_h61,1764183523,310.9218684997863
0,h11_h61,1764183524,324.69860020112617
0,h11_h61,1764183525,353.0
0,h11_h61,1764183526,354.30554960385336
0,h11_h61,1764183527,361.2818139376813
0,h11_h61,1764183528,375.2777938556524
0,h11_h61,1764183529,393.5922454335245
0,h11_h61,1764183530,414.9464981969944
0,h11_h61,1764183531,439.8377123465656
0,h11_h61,1764183532,460.87786289437474
0,h11_h61,1764183533,454.2145285507101
0,h11_h61,1764183534,486.27238687865673
0,h11_h61,1764183535,519.5701375319534
0,h11_h61,1764183536,557.3764088635602
0,h11_h61,1764183537,599.5991547737793
0,h11_h61,1764183538,646.3385537412051
