,0,1,5,15,30,60,mean (H>0),std (H>0)
DecisionTree,0.7113543091655267,0.6575342465753424,0.6482758620689655,0.6619915848527349,0.660431654676259,0.6570561456752656,0.6570578987697134,0.005316826266705128
ExtraTrees,0.7236662106703147,0.6945205479452055,0.68,0.697054698457223,0.6805755395683454,0.6783004552352049,0.6860902482411957,0.008936905673961612
GaussianNB,0.6963064295485636,0.7082191780821918,0.7117241379310345,0.7152875175315568,0.7151079136690648,0.716236722306525,0.7133150939040747,0.003321899651173328
KNeighbors,0.7482900136798906,0.7068493150684931,0.7048275862068966,0.7096774193548387,0.7079136690647482,0.7147192716236722,0.7087974522637297,0.003747613720645679
LogisticRegression,0.7154582763337893,0.7136986301369863,0.7117241379310345,0.7152875175315568,0.7151079136690648,0.716236722306525,0.7144109843150336,0.0017545606418662523
RandomForest,0.7496580027359782,0.6972602739726027,0.6896551724137931,0.697054698457223,0.697841726618705,0.6995447647951442,0.6962713272514935,0.0038257920233692962
SVC,0.7154582763337893,0.7136986301369863,0.7117241379310345,0.7152875175315568,0.7151079136690648,0.716236722306525,0.7144109843150336,0.0017545606418662523
baseline: persistência,1.0,0.6767123287671233,0.5558620689655173,0.5497896213183731,0.5352517985611511,0.5614567526555387,0.5758145140535407,0.05724343482296138
baseline: classe majoritária,0.7140902872777017,0.7136986301369863,0.7117241379310345,0.7152875175315568,0.7151079136690648,0.716236722306525,0.7144109843150336,0.0017545606418662523
