run_id,rota_id,ts_epoch,gargalo_Mbps,banda_media_Mbps,util_max_pct,latencia_ms,datetime_utc,tempo_relativo_s,latencia_p95_micro_5s,latencia_jitter_micro_5s,latencia_media_micro_5s,gargalo_min_micro_5s,banda_media_micro_5s,utilizacao_media_micro_5s,latencia_p95_curta_15s,latencia_jitter_curta_15s,latencia_media_curta_15s,gargalo_min_curta_15s,banda_media_curta_15s,utilizacao_media_curta_15s,latencia_p95_longa_30s,latencia_jitter_longa_30s,latencia_media_longa_30s,gargalo_min_longa_30s,banda_media_longa_30s,utilizacao_media_longa_30s,latencia_delta_micro_longa,banda_delta_micro_longa,bdp,melhor_rota
0,h11_h61,1764281987,100.0,100.0,0.0,,2025-11-27T22:19:47,0,,,,100.0,100.0,0.0,,,,100.0,100.0,0.0,,,,100.0,100.0,0.0,,1.0,,
0,h11_h61,1764281988,99.982304,99.98383466666667,0.017696,18.755448670251305,2025-11-27T22:19:48,1,18.755448670251305,,18.755448670251305,99.982304,99.99191733333333,8.847999999999999e-05,18.755448670251305,,18.755448670251305,99.982304,99.99191733333333,8.847999999999999e-05,18.755448670251305,,18.755448670251305,99.982304,99.99191733333333,8.847999999999999e-05,0.0,0.9999038588959017,1875.2129706054616,3
0,h11_h61,1764281989,99.990592,99.990592,0.009408,18.002393911136995,2025-11-27T22:19:49,2,18.71779593229559,0.5324901267745317,18.37892129069415,99.982304,99.99147555555555,9.034666666666666e-05,18.71779593229559,0.5324901267745317,18.37892129069415,99.982304,99.99147555555555,9.034666666666666e-05,18.71779593229559,0.5324901267745317,18.37892129069415,99.982304,99.99147555555555,9.034666666666666e-05,0.0,0.9999082766255364,1800.0700245917835,3
0,h11_h61,1764281990,99.990592,99.99085621333334,0.009408,18.0,2025-11-27T22:19:50,3,18.680143194339873,0.4354690755227278,18.252614193796102,99.982304,99.99132072,9.128000000000001e-05,18.680143194339873,0.4354690755227278,18.252614193796102,99.982304,99.99132072,9.128000000000001e-05,18.680143194339873,0.4354690755227278,18.252614193796102,99.982304,99.99132072,9.128000000000001e-05,0.0,0.9999098249734569,1799.830656,3
0,h11_h61,1764281991,99.98981816,99.99034029333332,0.01018184,18.0,2025-11-27T22:19:51,4,18.64249045638416,0.3773270374859096,18.189460645347076,99.982304,99.99112463466666,9.338768000000001e-05,18.64249045638416,0.3773270374859096,18.189460645347076,99.982304,99.99112463466666,9.338768000000001e-05,18.64249045638416,0.3773270374859096,18.189460645347076,99.982304,99.99112463466666,9.338768000000001e-05,0.0,0.999911785824003,1799.81672688,2
0,h11_h61,1764281992,99.99060136,99.99060135999999,0.00939864,18.0,2025-11-27T22:19:52,5,18.604837718428442,0.3375808601512915,18.15156851627766,99.982304,99.98924490666666,0.00011218496,18.604837718428442,0.3375808601512915,18.15156851627766,99.982304,99.99103742222222,9.348746666666666e-05,18.604837718428442,0.3375808601512915,18.15156851627766,99.982304,99.99103742222222,9.348746666666666e-05,0.0,0.9999126579496787,1799.83082448,2
0,h11_h61,1764281993,99.98657344,99.98657343999999,0.013426559999999999,18.0,2025-11-27T22:19:53,6,18.001915128909594,0.0010705896072239782,18.0004787822274,99.98657344,99.98979266133333,0.00010364608,18.567184980472728,0.3082166536169385,18.12630709689805,99.982304,99.99039971047618,9.931291428571429e-05,18.567184980472728,0.3082166536169385,18.12630709689805,99.982304,99.99039971047618,9.931291428571429e-05,-0.12582831467064892,0.999961733621555,1799.75832192,3
0,h11_h61,1764281994,99.98903496,99.98981815999998,0.010965040000000002,18.0,2025-11-27T22:19:54,7,18.0,2.6971065493578633e-08,18.0,99.98657344,99.98963789333332,0.00010676016,18.52953224251701,0.2853833508341482,18.108263225912616,99.982304,99.99032701666667,0.0001006051,18.52953224251701,0.2853833508341482,18.108263225912616,99.982304,99.99032701666667,0.0001006051,-0.10826322591261572,0.9999624606021537,1799.80262928,2
0,h11_h61,1764281995,99.98981816,99.99034029333332,0.01018184,18.0,2025-11-27T22:19:55,8,18.0,2.6971065493578633e-08,18.0,99.98657344,99.98953470933331,0.00010830784,18.491879504561297,0.26697184226172577,18.094730322673538,99.982304,99.99032849185184,0.0001007399111111111,18.491879504561297,0.26697184226172577,18.094730322673538,99.982304,99.99032849185184,0.0001007399111111111,-0.09473032267353787,0.9999624458494288,1799.81672688,2
0,h11_h61,1764281996,99.98981816,99.99034029333332,0.01018184,18.0,2025-11-27T22:19:56,9,18.0,2.6971065493578633e-08,18.0,99.98657344,99.98953470933331,0.00010830784,18.45422676660558,0.25171772218294064,18.084204731265366,99.982304,99.990329672,0.00010084776,18.45422676660558,0.25171772218294064,18.084204731265366,99.982304,99.990329672,0.00010084776,-0.0842047312653662,0.9999624340472492,1799.81672688,2
