,0,1,5,15,30,60,mean (H>0),std (H>0)
DecisionTree,0.9961038961038962,0.7955729166666666,0.6649214659685864,0.601063829787234,0.5722070844686649,0.5214899713467048,0.6310510536475713,0.10557003043073451
ExtraTrees,0.9987012987012988,0.8072916666666666,0.6793193717277487,0.589095744680851,0.5803814713896458,0.5128939828080229,0.633796447454587,0.11362399194044076
GaussianNB,0.7896103896103897,0.7747395833333334,0.7486910994764397,0.7433510638297872,0.7111716621253406,0.7091690544412608,0.7374244926412323,0.027577425400861968
KNeighbors,0.9948051948051948,0.8033854166666666,0.7028795811518325,0.6223404255319149,0.5217983651226158,0.4899713467048711,0.6280750270355802,0.12916045744711277
LogisticRegression,0.9324675324675324,0.796875,0.7617801047120419,0.7553191489361702,0.728882833787466,0.7134670487106017,0.7512648272292559,0.03215945481733883
RandomForest,0.9935064935064936,0.8046875,0.680628272251309,0.5757978723404256,0.5544959128065395,0.498567335243553,0.6228353785283653,0.12117711086872665
SVC,0.987012987012987,0.8111979166666666,0.7591623036649214,0.7553191489361702,0.7247956403269755,0.7077363896848138,0.7516422798559095,0.03957718170224206
baseline: persistência,1.0,0.7916666666666666,0.7041884816753927,0.6941489361702128,0.6811989100817438,0.6833810888252149,0.7109168166838462,0.04606609616265893
baseline: classe majoritária,0.2792207792207792,0.2799479166666667,0.2787958115183246,0.2779255319148936,0.276566757493188,0.27793696275071633,0.2782345960687579,0.0012466176247573112
