run_id,rota_id,ts_epoch,gargalo_Mbps,banda_media_Mbps,util_max_pct,latencia_ms,datetime_utc,tempo_relativo_s,latencia_p95_micro_5s,latencia_jitter_micro_5s,latencia_media_micro_5s,gargalo_min_micro_5s,banda_media_micro_5s,utilizacao_media_micro_5s,latencia_p95_curta_15s,latencia_jitter_curta_15s,latencia_media_curta_15s,gargalo_min_curta_15s,banda_media_curta_15s,utilizacao_media_curta_15s,latencia_p95_longa_30s,latencia_jitter_longa_30s,latencia_media_longa_30s,gargalo_min_longa_30s,banda_media_longa_30s,utilizacao_media_longa_30s,latencia_delta_micro_longa,banda_delta_micro_longa,bdp,melhor_rota
0,h11_h61,1764161416,100.0,100.0,0.0,,2025-11-26T12:50:16,0,,,,100.0,100.0,0.0,,,,100.0,100.0,0.0,,,,100.0,100.0,0.0,,1.0,,
0,h11_h61,1764161417,99.99384,99.99425066666667,0.00616,24.962910038971305,2025-11-26T12:50:17,1,24.962910038971305,,24.962910038971305,99.99384,99.99712533333334,3.0799999999999996e-05,24.962910038971305,,24.962910038971305,99.99384,99.99712533333334,3.0799999999999996e-05,24.962910038971305,,24.962910038971305,99.99384,99.99712533333334,3.0799999999999996e-05,0.0,0.9999671457222157,2496.137232371291,4
0,h11_h61,1764161418,99.996864,99.99712533333333,0.003136,24.002836233306684,2025-11-26T12:50:18,2,24.914906348688074,0.6788746984250289,24.482873136138995,99.99384,99.99712533333333,3.098666666666666e-05,24.914906348688074,0.6788746984250289,24.482873136138995,99.99384,99.99712533333333,3.098666666666666e-05,24.914906348688074,0.6788746984250289,24.482873136138995,99.99384,99.99712533333333,3.098666666666666e-05,0.0,0.9999671457222158,2400.208350436241,4
0,h11_h61,1764161419,99.996864,99.996864,0.003136,24.0,2025-11-26T12:50:19,3,24.866902658404843,0.5551194315482084,24.321915424092662,99.99384,99.99706,3.1079999999999994e-05,24.866902658404843,0.5551194315482084,24.321915424092662,99.99384,99.99706,3.1079999999999994e-05,24.866902658404843,0.5551194315482084,24.321915424092662,99.99384,99.99706,3.1079999999999994e-05,0.0,0.9999677990532921,2399.924736,4
0,h11_h61,1764161420,99.996864,99.996864,0.003136,24.0,2025-11-26T12:50:20,4,24.818898968121612,0.4809841722158089,24.241436568069496,99.99384,99.9970208,3.1135999999999995e-05,24.818898968121612,0.4809841722158089,24.241436568069496,99.99384,99.9970208,3.1135999999999995e-05,24.818898968121612,0.4809841722158089,24.241436568069496,99.99384,99.9970208,3.1135999999999995e-05,0.0,0.9999681910523479,2399.924736,4
0,h11_h61,1764161421,99.99686712,99.99686712,0.00313288,24.0,2025-11-26T12:50:21,5,24.77089527783838,0.4303111127101304,24.193149254455598,99.99384,99.996394224,3.740176e-05,24.77089527783838,0.4303111127101304,24.193149254455598,99.99384,99.99699518666667,3.116813333333333e-05,24.77089527783838,0.4303111127101304,24.193149254455598,99.99384,99.99699518666667,3.116813333333333e-05,0.0,0.9999684471852303,2399.92481088,4
0,h11_h61,1764161422,99.99552448,99.99552448000001,0.00447552,24.0,2025-11-26T12:50:22,6,24.002268986645348,0.0012684020945160344,24.000567246661337,99.99552448,99.99664898666667,3.4032800000000004e-05,24.72289158755515,0.3928764378193098,24.16095771204633,99.99384,99.99678508571428,3.310914285714286e-05,24.72289158755515,0.3928764378193098,24.16095771204633,99.99384,99.99678508571428,3.310914285714286e-05,-0.16039046538499235,0.9999873935375703,2399.8925875200002,4
0,h11_h61,1764161423,99.99608392,99.99660605333334,0.00391608,24.0,2025-11-26T12:50:23,7,24.0,0.0,24.0,99.99552448,99.99654513066668,3.559296e-05,24.67488789727192,0.36376865519758156,24.137963753182568,99.99384,99.99676270666667,3.3865599999999996e-05,24.67488789727192,0.36376865519758156,24.137963753182568,99.99384,99.99676270666667,3.3865599999999996e-05,-0.13796375318256793,0.99998761733247,2399.90601408,4
0,h11_h61,1764161424,99.99686712,99.99686712,0.00313288,24.0,2025-11-26T12:50:24,8,24.0,0.0,24.0,99.99552448,99.99654575466667,3.5586720000000004e-05,24.626884206988688,0.3402983049722144,24.120718284034748,99.99384,99.99677430814816,3.358373333333333e-05,24.626884206988688,0.3402983049722144,24.120718284034748,99.99384,99.99677430814816,3.358373333333333e-05,-0.12071828403474782,0.9999875013153493,2399.92481088,4
0,h11_h61,1764161425,99.996864,99.996864,0.003136,24.0,2025-11-26T12:50:25,9,24.0,0.0,24.0,99.99552448,99.99654575466667,3.5586720000000004e-05,24.578880516705457,0.3208532076944087,24.107305141364222,99.99384,99.99678327733334,3.336136e-05,24.578880516705457,0.3208532076944087,24.107305141364222,99.99384,99.99678327733334,3.336136e-05,-0.10730514136422187,0.9999874116217334,2399.924736,4
