,0,1,5,15,30,60,mean (H>0),std (H>0)
DecisionTree,0.9922077922077922,0.7421875,0.5863874345549738,0.5199468085106383,0.5613079019073569,0.4871060171919771,0.5793871324329892,0.09865188648002478
ExtraTrees,0.9896103896103896,0.765625,0.7015706806282722,0.5771276595744681,0.5831062670299727,0.5143266475644699,0.6283512509594364,0.10232025962781303
GaussianNB,0.8792207792207792,0.75,0.7172774869109948,0.7287234042553191,0.6934604904632152,0.7249283667621776,0.7228779496783414,0.020437289772385587
KNeighbors,0.9376623376623376,0.7721354166666666,0.643979057591623,0.625,0.5776566757493188,0.5071633237822349,0.6251868947579687,0.0976418627301355
LogisticRegression,0.8896103896103896,0.7955729166666666,0.7460732984293194,0.7433510638297872,0.7193460490463215,0.7091690544412608,0.7427024764826712,0.033455491506586416
RandomForest,0.9857142857142858,0.77734375,0.7068062827225131,0.5811170212765957,0.603542234332425,0.497134670487106,0.633188791763728,0.10988778199226021
SVC,0.9038961038961039,0.8046875,0.75,0.7473404255319149,0.728882833787466,0.7191977077363897,0.7500216934111542,0.03313800520973429
baseline: persistência,1.0,0.7591145833333334,0.6544502617801047,0.6555851063829787,0.6430517711171662,0.671919770773639,0.6768242986774443,0.047138173959438125
baseline: classe majoritária,0.2597402597402597,0.2604166666666667,0.2604712041884817,0.25930851063829785,0.26294277929155313,0.2679083094555874,0.26220949404811733,0.0034520208102102393
