,0,1,5,15,30,60,mean (H>0),std (H>0)
DecisionTree,0.9959016393442623,0.746922024623803,0.6914600550964187,0.6890756302521008,0.6954022988505747,0.7015151515151515,0.7048750320676097,0.02397161738292791
ExtraTrees,0.9959016393442623,0.7455540355677155,0.7176308539944903,0.7296918767507002,0.7227011494252874,0.7121212121212122,0.7255398255718811,0.01292746331811252
GaussianNB,0.7663934426229508,0.7660738714090287,0.768595041322314,0.7745098039215687,0.7772988505747126,0.7787878787878788,0.7730530892031006,0.005514072698601048
KNeighbors,0.9986338797814208,0.774281805745554,0.7520661157024794,0.7521008403361344,0.7543103448275862,0.75,0.7565518213223508,0.010027907481267318
LogisticRegression,0.7909836065573771,0.7660738714090287,0.768595041322314,0.7745098039215687,0.7772988505747126,0.7787878787878788,0.7730530892031006,0.005514072698601048
RandomForest,0.9959016393442623,0.7482900136798906,0.7148760330578512,0.7352941176470589,0.735632183908046,0.7257575757575757,0.7319699848100845,0.012465974855638426
SVC,0.9836065573770492,0.7660738714090287,0.768595041322314,0.7745098039215687,0.7772988505747126,0.7787878787878788,0.7730530892031006,0.005514072698601048
baseline: persistência,1.0,0.6662106703146374,0.6542699724517906,0.6512605042016807,0.603448275862069,0.6893939393939394,0.6529166724448234,0.031460363785511196
baseline: classe majoritária,0.7663934426229508,0.7660738714090287,0.768595041322314,0.7745098039215687,0.7772988505747126,0.7787878787878788,0.7730530892031006,0.005514072698601048
